app_name,positivo,neutral,negativo,playtime_forever,price,Action,Adventure,Casual,Desconocido,Education,Indie,Massively Multiplayer,RPG,Racing,Simulation,Sports,Strategy,Utilities
Dungeon Defenders II,1,36,4,3027664,0.0,1,0,0,0,0,1,0,1,0,0,0,1,0
Dungeon Fighter Online,0,1,0,257897,0.0,1,1,0,0,0,0,1,1,0,0,0,0,0
Dungeon Siege,1,1,0,87148,6.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Dungeon Siege II,0,2,0,106053,6.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Dungeon Siege III,1,1,0,260790,14.99,1,0,0,0,0,0,0,1,0,0,0,0,0
Dungeon Souls,1,2,0,51713,12.99,1,1,0,0,0,1,0,1,0,0,0,0,0
Dungeon of the Endless™,0,13,0,636915,11.99,0,1,0,0,0,1,0,1,0,0,0,1,0
Dungeon-Party,0,1,0,6003,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dungeonland,2,9,1,244246,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0
Dungeons & Dragons Online®,1,5,0,924736,0.0,1,1,0,0,0,0,1,1,0,0,0,0,0
Dungeons 2,0,1,0,104919,19.99,0,0,0,0,0,0,0,1,0,1,0,1,0
Dungeons and Dragons: Daggerdale,0,0,1,15533,14.99,1,0,0,0,0,0,0,1,0,0,0,0,0
Dungeons of Dredmor,1,6,0,818340,4.99,0,0,1,0,0,1,0,1,0,0,0,0,0
Dust: An Elysian Tail,8,29,3,556147,14.99,1,1,0,0,0,1,0,1,0,0,0,0,0
Dustforce DX,0,5,1,154171,9.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Dwarfs - F2P,1,19,0,129354,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0
Dwarfs!?,1,5,0,125194,9.99,0,0,1,0,0,1,0,0,0,0,0,1,0
Dying Light,7,72,6,5610296,39.99,1,0,0,0,0,0,0,1,0,0,0,0,0
Dynamite Jack,0,1,0,6916,9.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Dyscourse,0,2,0,17261,14.99,0,1,1,0,0,1,0,0,0,1,0,0,0
Dysfunctional Systems: Learning to Manage Chaos,0,4,0,15058,4.99,0,1,1,0,0,1,0,1,0,0,0,0,0
Dystopia,0,3,0,64935,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0
E.Y.E: Divine Cybermancy,0,12,5,481774,9.99,1,0,0,0,0,1,0,1,0,0,0,0,0
EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,1,3,0,136471,49.99,1,0,0,0,0,0,0,0,0,0,0,0,0
EDGE,1,3,0,60300,6.99,1,0,0,0,0,1,0,0,0,0,0,0,0
ENSLAVED™: Odyssey to the West™ Premium Edition,0,6,0,70511,19.99,1,1,0,0,0,0,0,0,0,0,0,0,0
EPOCH,0,1,0,1559,9.99,1,0,0,0,0,1,0,0,0,0,0,0,0
EVE Online,0,13,2,5662239,0.0,1,0,0,0,0,0,1,1,0,0,0,1,0
EVERSPACE™,0,1,0,21250,29.99,0,0,0,1,0,0,0,0,0,0,0,0,0
EVGA Precision XOC,0,1,0,2039178,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Eador. Masters of the Broken World,0,2,0,191731,19.99,0,0,0,0,0,1,0,0,0,0,0,1,0
Earth 2160,0,1,0,64783,4.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Earth Defense Force: Insect Armageddon,0,2,0,71856,9.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Earthworm Jim 3D,0,0,1,1954,19.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Eastside Hockey Manager,0,1,0,63493,19.99,0,0,0,0,0,0,0,0,0,1,1,0,0
EasyAntiCheat eSports,3,0,0,368930,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Echo of Soul,2,3,0,101196,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0
Echoes+,2,4,0,9137,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0
Edge of Space,0,9,2,224456,14.99,1,1,0,0,0,1,0,1,0,0,0,0,0
Edna & Harvey: Harvey's New Eyes,1,1,0,36838,19.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Eets Munchies,0,1,0,41738,6.99,0,0,1,0,0,1,0,0,0,1,0,1,0
Eldevin,0,6,0,123036,0.0,0,0,1,0,0,1,1,1,0,0,0,0,0
Eldritch,0,3,0,58044,14.99,1,1,0,0,0,1,0,1,0,0,0,0,0
Electric Highways,0,2,0,1472,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
Electronic Super Joy,3,12,1,135774,7.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Electronic Super Joy: Groove City,1,0,0,10247,4.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Eleusis,0,1,0,7918,14.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Eleven: Table Tennis VR,0,1,0,892,19.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Elisa: The Innkeeper - Prequel,0,1,0,4028,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0
Elite Dangerous,2,30,4,4923706,29.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Else Heart.Break(),1,0,0,15049,24.99,0,1,0,0,0,1,0,1,0,0,0,0,0
Elsword,2,25,3,4781064,0.0,1,1,1,0,0,0,1,1,0,0,0,0,0
Ember Kaboom,0,1,0,850,3.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Ember Strike,0,1,0,5566,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0
Emily Wants To Play,0,2,1,65514,4.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Emily is Away,20,134,17,136606,0.0,0,1,1,0,0,1,0,0,0,1,0,0,0
Empire: Total War™,3,31,2,9344421,19.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Emporea: Realms of War and Magic,0,1,0,13845,0.0,0,0,0,0,0,1,1,1,0,0,0,1,0
Empyrion - Galactic Survival,1,6,1,465544,19.99,0,1,0,0,0,1,0,0,0,1,0,1,0
Enclave,1,7,0,81473,4.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Endless Legend™,3,18,0,1719728,29.99,0,0,0,0,0,0,0,1,0,0,0,1,0
Endless Sky,1,5,0,235100,0.0,1,1,0,0,0,0,0,1,0,1,0,0,0
Endless Space® - Collection,0,9,0,1709252,19.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Enemy Front,0,2,0,34075,29.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Enforcer: Police Crime Action,0,7,0,66795,19.99,1,1,0,0,0,0,0,0,0,1,0,0,0
English Country Tune,0,2,0,13810,4.99,0,0,1,0,0,1,0,0,0,0,0,0,0
Enigmatis 2: The Mists of Ravenwood,0,1,0,18860,9.99,0,1,1,0,0,0,0,0,0,0,0,0,0
Enter the Gungeon,0,7,1,1177654,14.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Eon Altar,0,2,0,2512,4.99,1,1,0,0,0,1,0,1,0,0,0,0,0
Epic Battle Fantasy 4,0,9,0,330493,11.99,0,1,0,0,0,0,0,1,0,0,0,0,0
Epic Cards Battle(TCG),0,1,0,12046,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0
Epigenesis,2,4,0,36971,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0
Epistory - Typing Chronicles,0,1,0,8912,14.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Epsilon,0,1,0,7668,7.99,1,0,0,0,0,1,0,0,0,0,0,1,0
Eryi's Action,0,6,0,20111,4.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Escape Dead Island,1,0,0,20094,14.99,0,1,0,0,0,0,0,0,0,0,0,0,0
Escape Goat,0,1,0,12365,4.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Escape Machines,0,2,0,25527,0.99,1,1,0,0,0,1,0,1,0,0,0,1,0
Eternal Senia,2,14,0,47254,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0
Eternity's Child,0,1,0,1542,4.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Etherium,1,1,0,17643,9.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Euclidean,0,2,0,671,4.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Eufloria HD,0,1,0,19512,14.99,0,0,0,0,0,1,0,0,0,0,0,1,0
Euro Fishing,0,1,0,7099,19.99,0,0,0,0,0,0,0,0,0,1,1,0,0
Euro Truck Simulator,0,6,1,154550,4.99,0,0,0,0,0,1,0,0,0,1,0,0,0
Euro Truck Simulator 2,13,87,6,5983924,19.99,0,0,0,0,0,1,0,0,0,1,0,0,0
Europa Universalis III Complete,0,2,0,751663,14.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Europa Universalis IV,9,44,3,14074918,39.99,0,0,0,0,0,0,0,0,0,1,0,1,0
Europe at War,0,1,0,131451,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0
European Ship Simulator,0,1,0,4320,19.99,0,0,0,0,0,0,0,0,0,1,0,0,0
EverQuest® II Free-To-Play. Your Way.™,1,1,0,673708,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0
Everlasting Summer,6,12,1,118662,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0
Everquest ®,1,0,0,66496,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0
Everything is Peachy,0,1,0,41,3.99,0,0,0,0,0,1,0,0,0,0,0,1,0
Evil Genius,0,2,1,396083,9.99,0,0,0,0,0,0,0,0,0,0,0,1,0
EvilQuest,0,0,1,21795,1.99,1,1,0,0,0,1,0,1,0,0,0,0,0
Evochron Mercenary,0,1,0,70394,19.99,1,0,0,0,0,1,0,0,0,1,0,0,0
Evoland,0,12,1,123431,9.99,0,1,0,0,0,1,0,1,0,0,0,0,0
Evoland 2,0,1,0,81613,19.99,1,1,0,0,0,1,0,1,0,0,0,0,0
Evolve Stage 2,9,83,8,3296450,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
Evopollution,0,1,0,5169,4.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Exanima,0,1,0,79292,14.99,1,1,0,0,0,1,0,1,0,1,0,0,0
Excubitor,0,1,0,9346,14.99,1,0,0,0,0,0,0,0,0,0,0,1,0
Executive Assault,2,3,1,61329,12.99,1,0,0,0,0,0,0,0,0,0,0,1,0
Explodemon,1,0,1,1277,8.99,1,1,1,0,0,1,0,0,0,0,0,0,0
F.E.A.R.,2,6,0,247468,54.99,1,0,0,0,0,0,0,0,0,0,0,0,0
F.E.A.R. 2: Project Origin,0,1,0,434389,14.99,1,0,0,0,0,0,0,0,0,0,0,0,0
F.E.A.R. 3,1,7,2,477389,19.99,1,0,0,0,0,0,0,0,0,0,0,0,0
F1 2012™,0,1,0,591822,19.99,0,0,0,0,0,0,0,0,1,1,1,0,0
F1 2014,2,3,0,180189,29.99,0,0,0,0,0,0,0,0,1,0,1,0,0
F1 2015,1,3,1,111770,39.99,0,0,0,0,0,0,0,0,1,0,1,0,0
F1 2016,2,2,0,75082,59.99,0,0,0,0,0,0,0,0,1,1,1,0,0
FATE,0,1,0,54610,7.99,1,1,0,0,0,0,0,1,0,0,0,0,0
FEZ,10,22,0,310652,9.99,0,0,0,0,0,1,0,0,0,0,0,0,0
FINAL FANTASY III,0,2,0,130946,15.99,0,0,0,0,0,0,0,1,0,0,0,0,0
FINAL FANTASY IV,0,2,0,69222,15.99,0,0,0,0,0,0,0,1,0,0,0,0,0
FINAL FANTASY TYPE-0™ HD,0,6,0,134134,29.99,1,0,0,0,0,0,0,1,0,0,0,0,0
FINAL FANTASY V,0,1,0,25879,15.99,0,0,0,0,0,0,0,1,0,0,0,0,0
FINAL FANTASY VII,4,17,0,1419427,11.99,0,0,0,0,0,0,0,1,0,0,0,0,0
FINAL FANTASY VIII,4,7,0,703110,11.99,0,0,0,0,0,0,0,1,0,0,0,0,0
FINAL FANTASY X/X-2 HD Remaster,0,5,0,460096,29.99,0,0,0,0,0,0,0,1,0,0,0,0,0
FINAL FANTASY XIV Online,3,11,0,7497326,19.99,0,0,0,0,0,0,1,1,0,0,0,0,0
FINAL FANTASY® XIII,1,10,1,793001,15.99,0,0,0,0,0,0,0,1,0,0,0,0,0
FINAL FANTASY® XIII-2,0,5,1,254186,19.99,0,0,0,0,0,0,0,1,0,0,0,0,0
FIREFIGHT RELOADED,0,1,0,2080,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0
FIST OF AWESOME,0,2,0,3323,3.99,1,1,0,0,0,1,0,0,0,0,0,0,0
FLASHOUT 2,0,1,0,1679,4.99,1,0,0,0,0,1,0,0,1,1,0,0,0
FORCED SHOWDOWN,0,1,0,18657,19.99,1,0,0,0,0,1,0,1,0,0,0,1,0
FORCED: Slightly Better Edition,0,2,1,125693,14.99,1,1,0,0,0,1,0,1,0,0,0,0,0
FPV Air Tracks,0,2,0,383,0.0,0,0,0,0,0,1,0,0,1,1,0,0,0
FTL: Faster Than Light,27,106,13,8095356,9.99,0,0,0,0,0,1,0,0,0,1,0,1,0
Fable - The Lost Chapters,2,10,1,811963,9.99,1,1,0,0,0,0,0,1,0,0,0,0,0
Fable Anniversary,3,10,0,454311,34.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Face It - A game to fight inner demons,1,3,0,23836,3.99,1,1,0,0,0,1,0,0,0,0,0,0,0
FaceRig,6,7,0,123595,14.99,0,0,0,0,0,0,0,0,0,0,0,0,1
Factorio,4,29,2,2870040,20.0,0,0,1,0,0,1,0,0,0,1,0,1,0
Fading Hearts,1,2,0,18883,14.99,0,1,0,0,0,1,0,0,0,1,0,0,0
Faeria,0,2,0,88512,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0
Faerie Solitaire,1,6,0,254461,9.99,0,0,1,0,0,1,0,0,0,0,0,0,0
Fahrenheit: Indigo Prophecy Remastered,0,1,0,66961,9.99,0,1,0,0,0,0,0,1,0,0,0,0,0
Fairy Fencer F,0,4,0,217571,29.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Fall of the Titanic,1,0,0,1890,,0,0,0,1,0,0,0,0,0,0,0,0,0
Fallen Earth Free2Play,5,24,4,1463811,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0
Fallen Enchantress: Legendary Heroes,1,3,0,310134,24.99,0,0,0,0,0,1,0,1,0,0,0,1,0
Fallout 2: A Post Nuclear Role Playing Game,0,10,0,351194,9.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Fallout 3,2,29,3,1818132,9.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Fallout 3: Game of the Year Edition,11,51,4,4608825,19.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Fallout 4,32,180,13,37265702,29.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Fallout Tactics: Brotherhood of Steel,0,1,1,77449,9.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Fallout: A Post Nuclear Role Playing Game,2,5,0,307061,9.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Fallout: New Vegas,32,135,14,27906079,9.99,1,0,0,0,0,0,0,1,0,0,0,0,0
Famaze,0,1,0,4572,0.0,0,0,1,0,0,1,0,1,0,0,0,1,0
Fantasy Wars,0,1,0,12580,4.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Far Cry 3,18,99,9,8280091,19.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Far Cry 3 - Blood Dragon,3,20,6,766987,14.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Far Cry®,0,5,0,275667,9.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Far Cry® 2: Fortune's Edition,0,12,0,956812,9.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Far Cry® 4,6,33,1,2906777,29.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Far Cry® Primal,1,8,0,344527,49.99,1,1,0,0,0,0,0,0,0,0,0,0,0
FarSky,3,8,0,82317,4.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Farm for your Life,1,1,0,20720,9.99,0,0,1,0,0,1,0,0,0,1,0,1,0
Farming Simulator 15,4,15,2,1463645,19.99,0,0,0,0,0,0,0,0,0,1,0,0,0
Farming Simulator 2013 Titanium Edition,1,14,0,1539931,19.99,0,0,1,0,0,0,0,0,0,1,0,0,0
Farnham Fables,0,1,0,4272,0.99,0,1,1,0,0,1,0,0,0,0,0,0,0
Fated Souls,0,1,0,9570,9.99,0,1,1,0,0,1,0,1,0,0,0,0,0
Feed and Grow: Fish,0,2,0,21427,14.99,1,0,0,0,0,1,0,0,0,1,0,0,0
Feeding Frenzy 2 Deluxe,0,2,1,20714,4.99,0,0,1,0,0,0,0,0,0,0,0,0,0
Fernbus Simulator,0,1,0,478,34.99,0,0,0,0,0,0,0,0,0,1,0,0,0
Fieldrunners,0,0,1,20037,4.99,0,0,1,0,0,1,0,0,0,0,0,1,0
Fieldrunners 2,1,0,0,64989,9.99,1,0,1,0,0,0,0,0,0,0,0,1,0
Fiesta Online NA,0,2,0,98921,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0
Fighties,0,1,0,12210,4.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Final DOOM,0,1,0,11506,4.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Final Exam,0,1,0,37152,9.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Final Rush,0,2,0,9459,4.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Finding Teddy,0,2,0,14043,6.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Fingerbones,0,4,0,4510,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
Fingered,0,1,0,9759,1.87,0,0,1,0,0,1,0,0,0,0,0,0,0
Firefighters 2014,0,1,0,16097,19.99,1,0,0,0,0,0,0,0,0,1,0,0,0
Firefly Online Cortex,0,2,0,21611,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0
Firewatch,7,40,1,112439,19.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Fish Fillets 2,0,1,0,3549,4.99,0,0,1,0,0,1,0,0,0,0,0,0,0
Fishing Planet,1,10,0,198012,0.0,0,0,0,0,0,0,1,0,0,1,1,0,0
Fistful of Frags,19,101,9,1387359,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0
Five Nights at Freddy's,11,78,18,247129,4.99,0,0,0,0,0,1,0,0,0,1,0,0,0
Five Nights at Freddy's 2,8,47,7,222193,7.99,0,0,0,0,0,1,0,0,0,0,0,0,0
Five Nights at Freddy's 3,5,20,3,111199,7.99,1,0,0,0,0,1,0,0,0,1,0,0,0
Five Nights at Freddy's 4,2,20,3,34308,7.99,1,0,0,0,0,1,0,0,0,0,0,1,0
FlatOut,0,4,0,37694,7.49,0,0,0,0,0,0,0,0,1,0,0,0,0
FlatOut 2™,0,6,0,250773,9.99,0,0,0,0,0,0,0,0,1,0,0,0,0
FlatOut: Ultimate Carnage,1,2,0,152825,19.99,0,0,0,0,0,0,0,0,1,0,0,0,0
Flatout 3: Chaos & Destruction,0,1,1,11257,9.99,0,0,0,0,0,0,0,0,1,0,0,0,0
FleetCOMM,0,0,1,30,9.99,1,0,0,0,0,1,0,0,0,0,0,1,0
Flesh Eaters,1,3,0,28571,1.99,1,1,0,0,0,1,0,1,0,1,0,0,0
Flight Control HD,1,0,0,28457,4.99,1,0,1,0,0,0,0,0,0,0,0,0,0
Flight of the Icarus,0,2,0,13984,4.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Floating Point,1,13,1,79221,,0,0,1,0,0,1,0,0,0,0,0,0,0
Flower Shop: Summer In Fairbrook,0,1,0,12163,14.99,0,0,1,0,0,1,0,0,0,1,0,0,0
Flying Tigers: Shadows Over China,0,1,0,20615,15.99,1,1,1,0,0,1,0,0,0,1,0,0,0
FootLOL: Epic Fail League,1,2,0,24454,9.99,1,0,0,0,0,1,0,1,0,0,1,0,0
Ford Racing 3,0,3,0,10494,4.99,0,0,0,0,0,0,0,0,1,0,0,0,0
Ford Racing Off Road,0,1,0,490,4.99,0,0,0,0,0,0,0,0,1,0,0,0,0
Foreign Legion: Buckets of Blood,1,0,0,22677,4.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Foreign Legion: Multi Massacre,0,1,0,25644,6.99,1,0,1,0,0,1,0,0,0,0,0,0,0
Forge Quest,1,2,0,46496,9.99,1,1,0,0,0,1,0,1,0,0,0,0,0
Fork Parker's Holiday Profit Hike,1,1,0,16516,,1,1,0,0,0,1,0,0,0,0,0,0,0
Forsaken Fortress Strategy,0,1,0,347,9.99,0,0,0,0,0,1,0,1,0,1,0,1,0
Forsaken Isle,0,1,0,6000,7.99,1,1,1,0,0,1,0,1,0,0,0,0,0
Fortified,0,1,0,8134,14.99,1,0,0,0,0,1,0,0,0,0,0,1,0
Fortix,1,1,0,42023,0.99,0,0,0,0,0,1,0,0,0,0,0,0,0
Fortress Forever,0,2,1,27394,,1,0,0,0,0,1,0,0,0,0,0,0,0
FortressCraft Evolved!,0,3,2,176326,12.99,0,1,1,0,0,1,0,1,0,1,0,1,0
Forward to the Sky,0,1,0,5258,7.99,1,1,1,0,0,1,0,1,0,0,0,0,0
Foul Play,0,1,0,18420,14.99,1,1,1,0,0,1,0,0,0,0,0,0,0
Fractal: Make Blooms Not War,0,1,0,9249,6.99,0,0,1,0,0,1,0,0,0,0,0,0,0
Fractured Soul,1,0,0,353,9.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Fractured Space,4,25,2,421457,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0
Fragmented,0,1,0,15451,9.99,1,0,0,0,0,1,0,1,0,0,0,0,0
Fran Bow,0,2,0,36887,14.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Francisca,0,0,1,811,0.99,1,1,1,0,0,1,0,0,0,0,0,0,0
Freddi Fish 3: The Case of the Stolen Conch Shell,0,1,0,1696,6.99,0,1,1,0,0,0,0,0,0,0,0,0,0
Freddi Fish 5: The Case of the Creature of Coral Cove,0,1,0,765,6.99,0,1,1,0,0,0,0,0,0,0,0,0,0
Freddi Fish and The Case of the Missing Kelp Seeds,0,2,0,9716,6.99,0,1,1,0,0,0,0,0,0,0,0,0,0
Frederic: Evil Strikes Back,1,0,0,17716,7.99,1,0,1,0,0,1,0,0,0,0,0,0,0
Frederic: Resurrection of Music,0,1,0,25315,2.99,1,0,1,0,0,1,0,0,0,0,0,0,0
Free to Play,18,36,2,304903,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
Freebie,0,1,0,23303,0.99,0,0,1,0,0,1,0,0,0,0,0,0,0
Freedom Force,0,1,0,31436,4.99,0,0,0,0,0,0,0,1,0,0,0,1,0
Freedom Planet,1,9,0,93002,14.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Freestyle 2: Street Basketball,0,12,3,1356232,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0
Freight Tycoon Inc.,0,1,0,3626,4.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Freshman Year,0,1,1,43,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
From Dust,0,9,0,392229,14.99,0,1,0,0,0,0,0,0,0,1,0,0,0
From the Depths,2,7,0,1329523,19.99,1,1,0,0,0,1,0,1,0,1,0,1,0
Front Mission Evolved,0,1,0,68732,9.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Frontline : Road to Moscow,0,1,0,998,9.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Frontlines™: Fuel of War™,0,1,0,92870,19.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Frozen Free Fall: Snowball Fight,2,7,2,16872,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
Frozen State,0,1,0,6112,11.99,1,0,0,0,0,1,0,1,0,0,0,0,0
Frozen Synapse,2,8,0,294629,24.99,0,0,0,0,0,1,0,0,0,0,0,1,0
Full Mojo Rampage,0,1,1,65815,12.99,1,0,0,0,0,1,0,1,0,0,0,0,0
Funk of Titans,0,1,0,7413,6.99,1,1,1,0,0,0,0,0,0,0,0,0,0
Furi,1,1,0,20253,19.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Fury Of The Gods,0,1,0,41,3.99,1,0,1,0,0,0,0,0,0,0,0,0,0
Fuse,3,0,0,80823,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Future Wars,0,2,0,5843,4.99,0,0,0,0,0,0,0,0,0,0,0,1,0
G-Ball,0,0,1,278,0.99,1,0,0,0,0,1,0,0,0,1,1,0,0
GASP,0,2,0,536,0.0,1,0,1,0,0,1,0,0,0,1,0,1,0
GRANADO ESPADA,0,1,0,19482,0.0,1,0,0,0,0,0,1,1,0,0,0,1,0
GRAV,1,9,2,420339,19.99,1,1,0,0,0,1,0,1,0,0,0,0,0
GRID 2,6,15,1,1094053,29.99,0,0,0,0,0,0,0,0,1,0,1,0,0
GRID Autosport,1,5,0,558438,39.99,0,0,0,0,0,0,0,0,1,0,1,0,0
GTGD S1: More Than a Gamer,0,1,0,7625,14.99,0,0,0,0,1,0,0,0,0,0,0,0,1
GUILTY GEAR Xrd -SIGN-,1,2,0,100287,29.99,1,0,0,0,0,0,0,0,0,0,0,0,0
GUN™,0,1,0,23852,19.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Gabe Newell Simulator 2.0,0,2,0,8929,3.0,1,1,1,0,0,1,0,0,0,1,0,0,0
GabeN: The Final Decision,0,1,0,27768,0.99,0,0,1,0,0,0,0,1,0,0,0,0,0
Galactic Civilizations III,0,7,0,424934,29.99,0,0,0,0,0,1,0,0,0,0,0,1,0
Galactic Civilizations® II: Ultimate Edition,1,2,1,283270,19.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Galactic Storm,1,0,0,16,2.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Galagan's Island: Reprymian Rising,0,1,0,157,1.99,1,0,1,0,0,1,0,0,0,0,0,0,0
Galaxy on Fire 2™ Full HD,0,1,1,88082,7.99,1,0,0,0,0,1,0,0,0,1,0,1,0
Galcon 2: Galactic Conquest,0,4,0,37276,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0
Galcon Fusion,0,1,0,15312,9.99,0,0,0,0,0,1,0,0,0,0,0,1,0
Game Corp DX,0,2,0,32269,2.99,0,0,0,0,0,1,0,0,0,1,0,0,0
Game Dev Tycoon,11,73,4,2069205,9.99,0,0,1,0,0,1,0,0,0,1,0,1,0
Game Tycoon 1.5,0,0,2,12432,2.99,0,0,0,0,0,0,0,0,0,1,0,1,0
Game of Thrones,0,4,1,108065,14.99,1,0,0,0,0,0,0,1,0,0,0,0,0
Game of Thrones - A Telltale Games Series,5,26,4,655323,29.99,0,1,0,0,0,0,0,0,0,0,0,0,0
Games of Glory,0,2,0,2043,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0
Gamma Bros 1.5,0,1,0,338,4.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Gang Beasts,1,23,1,416002,19.99,1,1,1,0,0,1,0,0,0,0,0,0,0
Gaokao.Love.100Days,0,2,0,50873,9.99,0,1,1,0,0,1,0,0,0,1,0,0,0
Garbage Day,0,1,0,5645,14.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Gardens Inc. – From Rakes to Riches,0,1,0,2458,9.99,0,0,1,0,0,0,0,0,0,1,0,1,0
Garfield Kart,0,1,0,2088,4.99,0,0,0,0,0,0,0,0,1,0,0,0,0
Garry's Mod,231,1351,122,378107485,9.99,0,0,0,0,0,1,0,0,0,1,0,0,0
Garshasp: The Monster Slayer,0,1,0,2239,4.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Gas Guzzlers Extreme,1,2,0,49897,24.99,1,0,0,0,0,0,0,0,1,0,1,0,0
Gauntlet™ Slayer Edition,1,6,2,318618,19.99,1,1,0,0,0,0,0,1,0,0,0,0,0
