app_name,positivo,neutral,negativo,playtime_forever,price,Action,Adventure,Casual,Desconocido,Education,Indie,Massively Multiplayer,RPG,Racing,Simulation,Sports,Strategy,Utilities
Empire: Total War™,0.005434782608695652,0.003784641679892565,0.006191950464396285,0.013722293525216787,19.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Emporea: Realms of War and Magic,0.0,0.00012208521548040532,0.0,2.0331399222769008e-05,0.0,0,0,0,0,0,1,1,1,0,0,0,1,0
Empyrion - Galactic Survival,0.0018115942028985507,0.000732511292882432,0.0030959752321981426,0.0006836519263102041,19.99,0,1,0,0,0,1,0,0,0,1,0,1,0
Enclave,0.0018115942028985507,0.0008545965083628373,0.0,0.00011964319890766771,4.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Endless Legend™,0.005434782608695652,0.0021975338786472958,0.0,0.0025254226451841173,29.99,0,0,0,0,0,0,0,1,0,0,0,1,0
Endless Sky,0.0018115942028985507,0.0006104260774020266,0.0,0.00034524463396699124,0.0,1,1,0,0,0,0,0,1,0,1,0,0,0
Endless Space® - Collection,0.0,0.0010987669393236479,0.0,0.0025100386265306156,19.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Enemy Front,0.0,0.00024417043096081065,0.0,5.003917865769982e-05,29.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Enforcer: Police Crime Action,0.0,0.0008545965083628373,0.0,9.808853817875449e-05,19.99,1,1,0,0,0,0,0,0,0,1,0,0,0
English Country Tune,0.0,0.00024417043096081065,0.0,2.028000168049404e-05,4.99,0,0,1,0,0,1,0,0,0,0,0,0,0
Enigmatis 2: The Mists of Ravenwood,0.0,0.00012208521548040532,0.0,2.7695932780167822e-05,9.99,0,1,1,0,0,0,0,0,0,0,0,0,0
Enter the Gungeon,0.0,0.0008545965083628373,0.0030959752321981426,0.0017293863214366786,14.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Eon Altar,0.0,0.00024417043096081065,0.0,3.6888750341347598e-06,4.99,1,1,0,0,0,1,0,1,0,0,0,0,0
Epic Battle Fantasy 4,0.0,0.0010987669393236479,0.0,0.0004853293696880172,11.99,0,1,0,0,0,0,0,1,0,0,0,0,0
Epic Cards Battle(TCG),0.0,0.00012208521548040532,0.0,1.7689565549835715e-05,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0
Epigenesis,0.0036231884057971015,0.0004883408619216213,0.0,5.429195815565136e-05,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0
Epistory - Typing Chronicles,0.0,0.00012208521548040532,0.0,1.3087282764414402e-05,14.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Epsilon,0.0,0.00012208521548040532,0.0,1.1260467261841297e-05,7.99,1,0,0,0,0,1,0,0,0,0,0,1,0
Eryi's Action,0.0,0.000732511292882432,0.0,2.9533027791195923e-05,4.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Escape Dead Island,0.0018115942028985507,0.0,0.0,2.9508063270662367e-05,14.99,0,1,0,0,0,0,0,0,0,0,0,0,0
Escape Goat,0.0,0.00012208521548040532,0.0,1.8158017435141843e-05,4.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Escape Machines,0.0,0.00024417043096081065,0.0,3.7486430332945066e-05,0.99,1,1,0,0,0,1,0,1,0,0,0,1,0
Eternal Senia,0.0036231884057971015,0.0017091930167256746,0.0,6.93925560760366e-05,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0
Eternity's Child,0.0,0.00012208521548040532,0.0,2.2644288625142517e-06,4.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Etherium,0.0018115942028985507,0.00012208521548040532,0.0,2.5908766810206833e-05,9.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Euclidean,0.0,0.00024417043096081065,0.0,9.853643104715062e-07,4.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Eufloria HD,0.0,0.00012208521548040532,0.0,2.8653395567690062e-05,14.99,0,0,0,0,0,1,0,0,0,0,0,1,0
Euro Fishing,0.0,0.00012208521548040532,0.0,1.0424890074571122e-05,19.99,0,0,0,0,0,0,0,0,0,1,1,0,0
Euro Truck Simulator,0.0,0.000732511292882432,0.0030959752321981426,0.0002269568616741748,4.99,0,0,0,0,0,1,0,0,0,1,0,0,0
Euro Truck Simulator 2,0.02355072463768116,0.010621413746795262,0.018575851393188854,0.008787399621719668,19.99,0,0,0,0,0,1,0,0,0,1,0,0,0
Europa Universalis III Complete,0.0,0.00024417043096081065,0.0,0.0011038180234008105,14.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Europa Universalis IV,0.016304347826086956,0.005371749481137834,0.009287925696594427,0.020669034083476888,39.99,0,0,0,0,0,0,0,0,0,1,0,1,0
Europe at War,0.0,0.00012208521548040532,0.0,0.00019303595227390457,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0
European Ship Simulator,0.0,0.00012208521548040532,0.0,6.343925217938759e-06,19.99,0,0,0,0,0,0,0,0,0,1,0,0,0
EverQuest® II Free-To-Play. Your Way.™,0.0018115942028985507,0.00012208521548040532,0.0,0.0009893410117423809,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0
Everlasting Summer,0.010869565217391304,0.001465022585764864,0.0030959752321981426,0.00017425529032663172,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0
Everquest ®,0.0018115942028985507,0.0,0.0,9.764945631760549e-05,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0
Everything is Peachy,0.0,0.00012208521548040532,0.0,6.020854952210396e-08,3.99,0,0,0,0,0,1,0,0,0,0,0,1,0
Evil Genius,0.0,0.00024417043096081065,0.0030959752321981426,0.000581648363911305,9.99,0,0,0,0,0,0,0,0,0,0,0,1,0
EvilQuest,0.0,0.0,0.0030959752321981426,3.200598382522575e-05,1.99,1,1,0,0,0,1,0,1,0,0,0,0,0
Evochron Mercenary,0.0,0.00012208521548040532,0.0,0.00010337367402582894,19.99,1,0,0,0,0,1,0,0,0,1,0,0,0
Evoland,0.0,0.001465022585764864,0.0030959752321981426,0.0001812585725868979,9.99,0,1,0,0,0,1,0,1,0,0,0,0,0
Evoland 2,0.0,0.00012208521548040532,0.0,0.00011984878907676757,19.99,1,1,0,0,0,1,0,1,0,0,0,0,0
Evolve Stage 2,0.016304347826086956,0.010133072884873641,0.02476780185758514,0.004840840806637552,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
Evopollution,0.0,0.00012208521548040532,0.0,7.590682743408668e-06,4.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Exanima,0.0,0.00012208521548040532,0.0,0.00011644039777333334,14.99,1,1,0,0,0,1,0,1,0,1,0,0,0
Excubitor,0.0,0.00012208521548040532,0.0,1.3724612288623992e-05,14.99,1,0,0,0,0,0,0,0,0,0,0,1,0
Executive Assault,0.0036231884057971015,0.000366255646441216,0.0030959752321981426,9.006171057661253e-05,12.99,1,0,0,0,0,0,0,0,0,0,0,1,0
Explodemon,0.0018115942028985507,0.0,0.0030959752321981426,1.87527604243236e-06,8.99,1,1,1,0,0,1,0,0,0,0,0,0,0
F.E.A.R.,0.0036231884057971015,0.000732511292882432,0.0,0.0003634070569057567,54.99,1,0,0,0,0,0,0,0,0,0,0,0,0
F.E.A.R. 2: Project Origin,0.0,0.00012208521548040532,0.0,0.0006379007711794444,14.99,1,0,0,0,0,0,0,0,0,0,0,0,0
F.E.A.R. 3,0.0018115942028985507,0.0008545965083628373,0.006191950464396285,0.0007010463231172607,19.99,1,0,0,0,0,0,0,0,0,0,0,0,0
F1 2012™,0.0,0.00012208521548040532,0.0,0.0008690913218358686,19.99,0,0,0,0,0,0,0,0,1,1,1,0,0
F1 2014,0.0036231884057971015,0.000366255646441216,0.0,0.0002646077641423998,29.99,0,0,0,0,0,0,0,0,1,0,1,0,0
F1 2015,0.0018115942028985507,0.000366255646441216,0.0030959752321981426,0.00016413438000208682,39.99,0,0,0,0,0,0,0,0,1,0,1,0,0
F1 2016,0.0036231884057971015,0.00024417043096081065,0.0,0.00011025800768825878,59.99,0,0,0,0,0,0,0,0,1,1,1,0,0
FATE,0.0,0.00012208521548040532,0.0,8.019485096102677e-05,7.99,1,1,0,0,0,0,0,1,0,0,0,0,0
FEZ,0.018115942028985508,0.002685874740568917,0.0,0.00045619283722294246,9.99,0,0,0,0,0,1,0,0,0,0,0,0,0
FINAL FANTASY III,0.0,0.00024417043096081065,0.0,0.0001922943591639372,15.99,0,0,0,0,0,0,0,1,0,0,0,0,0
FINAL FANTASY IV,0.0,0.00024417043096081065,0.0,0.00010165259061022148,15.99,0,0,0,0,0,0,0,1,0,0,0,0,0
FINAL FANTASY TYPE-0™ HD,0.0,0.000732511292882432,0.0,0.00019697594101458275,29.99,1,0,0,0,0,0,0,1,0,0,0,0,0
FINAL FANTASY V,0.0,0.00012208521548040532,0.0,3.800334275811045e-05,15.99,0,0,0,0,0,0,0,1,0,0,0,0,0
FINAL FANTASY VII,0.007246376811594203,0.0020754486631668905,0.0,0.002084430263963694,11.99,0,0,0,0,0,0,0,1,0,0,0,0,0
FINAL FANTASY VIII,0.007246376811594203,0.0008545965083628373,0.0,0.0010325178842557688,11.99,0,0,0,0,0,0,0,1,0,0,0,0,0
FINAL FANTASY X/X-2 HD Remaster,0.0,0.0006104260774020266,0.0,0.0006756515317298035,29.99,0,0,0,0,0,0,0,1,0,0,0,0,0
FINAL FANTASY XIV Online,0.005434782608695652,0.0013429373702844585,0.0,0.011009832286691648,19.99,0,0,0,0,0,0,1,1,0,0,0,0,0
FINAL FANTASY® XIII,0.0018115942028985507,0.0012208521548040532,0.0030959752321981426,0.0011645229263311698,15.99,0,0,0,0,0,0,0,1,0,0,0,0,0
FINAL FANTASY® XIII-2,0.0,0.0006104260774020266,0.0030959752321981426,0.00037327244802013457,19.99,0,0,0,0,0,0,0,1,0,0,0,0,0
FIREFIGHT RELOADED,0.0,0.00012208521548040532,0.0,3.054482512340884e-06,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0
FIST OF AWESOME,0.0,0.00024417043096081065,0.0,4.879829513706133e-06,3.99,1,1,0,0,0,1,0,0,0,0,0,0,0
FLASHOUT 2,0.0,0.00012208521548040532,0.0,2.46561352799055e-06,4.99,1,0,0,0,0,1,0,0,1,1,0,0,0
FORCED SHOWDOWN,0.0,0.00012208521548040532,0.0,2.7397827034973016e-05,19.99,1,0,0,0,0,1,0,1,0,0,0,1,0
FORCED: Slightly Better Edition,0.0,0.00024417043096081065,0.0030959752321981426,0.00018458032231906862,14.99,1,1,0,0,0,1,0,1,0,0,0,0,0
FPV Air Tracks,0.0,0.00024417043096081065,0.0,5.624359626089224e-07,0.0,0,0,0,0,0,1,0,0,1,1,0,0,0
FTL: Faster Than Light,0.04891304347826087,0.012941032840922965,0.04024767801857585,0.01188804006402589,9.99,0,0,0,0,0,1,0,0,0,1,0,1,0
Fable - The Lost Chapters,0.0036231884057971015,0.0012208521548040532,0.0030959752321981426,0.001192368646234539,9.99,1,1,0,0,0,0,0,1,0,0,0,0,0
Fable Anniversary,0.005434782608695652,0.0012208521548040532,0.0,0.0006671562522423555,34.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Face It - A game to fight inner demons,0.0018115942028985507,0.000366255646441216,0.0,3.500319479046025e-05,3.99,1,1,0,0,0,1,0,0,0,0,0,0,0
FaceRig,0.010869565217391304,0.0008545965083628373,0.0,0.00018149940678498632,14.99,0,0,0,0,0,0,0,0,0,0,0,0,1
Factorio,0.007246376811594203,0.0035404712489317544,0.006191950464396285,0.0042146572065955915,20.0,0,0,1,0,0,1,0,0,0,1,0,1,0
Fading Hearts,0.0018115942028985507,0.00024417043096081065,0.0,2.7729708307948516e-05,14.99,0,1,0,0,0,1,0,0,0,1,0,0,0
Faeria,0.0,0.00024417043096081065,0.0,0.00012997997890976747,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0
Faerie Solitaire,0.0018115942028985507,0.000732511292882432,0.0,0.00037367628585229505,9.99,0,0,1,0,0,1,0,0,0,0,0,0,0
Fahrenheit: Indigo Prophecy Remastered,0.0,0.00012208521548040532,0.0,9.833230937925861e-05,9.99,0,1,0,0,0,0,0,1,0,0,0,0,0
Fairy Fencer F,0.0,0.0004883408619216213,0.0,0.00031950327629448003,29.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Fall of the Titanic,0.0018115942028985507,0.0,0.0,2.775467282848207e-06,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fallen Earth Free2Play,0.009057971014492754,0.002930045171529728,0.01238390092879257,0.0021496082215731833,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0
Fallen Enchantress: Legendary Heroes,0.0018115942028985507,0.000366255646441216,0.0,0.00045543215359727295,24.99,0,0,0,0,0,1,0,1,0,0,0,1,0
Fallout 2: A Post Nuclear Role Playing Game,0.0,0.0012208521548040532,0.0,0.0005157288131918483,9.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Fallout 3,0.0036231884057971015,0.0035404712489317544,0.009287925696594427,0.002669929038041998,9.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Fallout 3: Game of the Year Edition,0.01992753623188406,0.006226345989500672,0.01238390092879257,0.006768065079297825,19.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Fallout 4,0.057971014492753624,0.021975338786472957,0.04024767801857585,0.05472472839860899,29.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Fallout Tactics: Brotherhood of Steel,0.0,0.00012208521548040532,0.0030959752321981426,0.00011373395004725438,9.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Fallout: A Post Nuclear Role Playing Game,0.0036231884057971015,0.0006104260774020266,0.0,0.00045091944938553083,9.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Fallout: New Vegas,0.057971014492753624,0.01648150408985472,0.043343653250773995,0.04098011071803038,9.99,1,0,0,0,0,0,0,1,0,0,0,0,0
Famaze,0.0,0.00012208521548040532,0.0,6.71398752231852e-06,0.0,0,0,1,0,0,1,0,1,0,0,0,1,0
Fantasy Wars,0.0,0.00012208521548040532,0.0,1.8473745194830922e-05,4.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Far Cry 3,0.03260869565217391,0.012086436332560128,0.027863777089783284,0.012159323634659203,19.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Far Cry 3 - Blood Dragon,0.005434782608695652,0.0024417043096081063,0.018575851393188854,0.0011263213359099988,14.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Far Cry®,0.0,0.0006104260774020266,0.0,0.0004048173224660935,9.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Far Cry® 2: Fortune's Edition,0.0,0.001465022585764864,0.0,0.0014050795776913009,9.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Far Cry® 4,0.010869565217391304,0.004028812110853376,0.0030959752321981426,0.004268605535468604,29.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Far Cry® Primal,0.0018115942028985507,0.0009766817238432426,0.0,0.000505938315639071,49.99,1,1,0,0,0,0,0,0,0,0,0,0,0
FarSky,0.005434782608695652,0.0009766817238432426,0.0,0.00012088261392709834,4.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Farm for your Life,0.0018115942028985507,0.00012208521548040532,0.0,3.0427345026780345e-05,9.99,0,0,1,0,0,1,0,0,0,1,0,1,0
Farming Simulator 15,0.007246376811594203,0.0018312782322060799,0.006191950464396285,0.002149364450372679,19.99,0,0,0,0,0,0,0,0,0,1,0,0,0
Farming Simulator 2013 Titanium Edition,0.0018115942028985507,0.0017091930167256746,0.0,0.002261390533515197,19.99,0,0,1,0,0,0,0,0,0,1,0,0,0
Farnham Fables,0.0,0.00012208521548040532,0.0,6.273437159961662e-06,0.99,0,1,1,0,0,1,0,0,0,0,0,0,0
Fated Souls,0.0,0.00012208521548040532,0.0,1.4053556559183779e-05,9.99,0,1,1,0,0,1,0,1,0,0,0,0,0
Feed and Grow: Fish,0.0,0.00024417043096081065,0.0,3.146557538073467e-05,14.99,1,0,0,0,0,1,0,0,0,1,0,0,0
Feeding Frenzy 2 Deluxe,0.0,0.00024417043096081065,0.0030959752321981426,3.0418534019533206e-05,4.99,0,0,1,0,0,0,0,0,0,0,0,0,0
Fernbus Simulator,0.0,0.00012208521548040532,0.0,7.019435773552609e-07,34.99,0,0,0,0,0,0,0,0,0,1,0,0,0
Fieldrunners,0.0,0.0,0.0030959752321981426,2.9424358701814564e-05,4.99,0,0,1,0,0,1,0,0,0,0,0,1,0
Fieldrunners 2,0.0018115942028985507,0.0,0.0,9.543642499736621e-05,9.99,1,0,1,0,0,0,0,0,0,0,0,1,0
Fiesta Online NA,0.0,0.00024417043096081065,0.0,0.00014526560798234258,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0
Fighties,0.0,0.00012208521548040532,0.0,1.793039974792413e-05,4.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Final DOOM,0.0,0.00012208521548040532,0.0,1.689657489759337e-05,4.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Final Exam,0.0,0.00012208521548040532,0.0,5.4557756874273325e-05,9.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Final Rush,0.0,0.00024417043096081065,0.0,1.389055292511174e-05,4.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Finding Teddy,0.0,0.00024417043096081065,0.0,2.0622162461924535e-05,6.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Fingerbones,0.0,0.0004883408619216213,0.0,6.622940447431436e-06,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
Fingered,0.0,0.00012208521548040532,0.0,1.4331103287468599e-05,1.87,0,0,1,0,0,1,0,0,0,0,0,0,0
Firefighters 2014,0.0,0.00012208521548040532,0.0,2.363846394286116e-05,19.99,1,0,0,0,0,0,0,0,0,1,0,0,0
Firefly Online Cortex,0.0,0.00024417043096081065,0.0,3.1735779602980215e-05,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0
Firewatch,0.012681159420289856,0.004883408619216213,0.0030959752321981426,0.00016511680731014263,19.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Fish Fillets 2,0.0,0.00012208521548040532,0.0,5.211710786681633e-06,4.99,0,0,1,0,0,1,0,0,0,0,0,0,0
Fishing Planet,0.0018115942028985507,0.0012208521548040532,0.0,0.00029078086117002074,0.0,0,0,0,0,0,0,1,0,0,1,1,0,0
Fistful of Frags,0.034420289855072464,0.012330606763520938,0.027863777089783284,0.0020373383672301617,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0
Five Nights at Freddy's,0.01992753623188406,0.009522646807471615,0.05572755417956657,0.00036290923499629344,4.99,0,0,0,0,0,1,0,0,0,1,0,0,0
Five Nights at Freddy's 2,0.014492753623188406,0.00573800512757905,0.021671826625386997,0.00032629068887719137,7.99,0,0,0,0,0,1,0,0,0,0,0,0,0
Five Nights at Freddy's 3,0.009057971014492754,0.0024417043096081063,0.009287925696594427,0.00016329586581240093,7.99,1,0,0,0,0,1,0,0,0,1,0,0,0
Five Nights at Freddy's 4,0.0036231884057971015,0.0024417043096081063,0.009287925696594427,5.038133943913031e-05,7.99,1,0,0,0,0,1,0,0,0,0,0,1,0
FlatOut,0.0,0.0004883408619216213,0.0,5.5353684528931385e-05,7.49,0,0,0,0,0,0,0,0,1,0,0,0,0
FlatOut 2™,0.0,0.000732511292882432,0.0,0.0003682604533977214,9.99,0,0,0,0,0,0,0,0,1,0,0,0,0
FlatOut: Ultimate Carnage,0.0018115942028985507,0.00024417043096081065,0.0,0.00022442369709062287,19.99,0,0,0,0,0,0,0,0,1,0,0,0,0
Flatout 3: Chaos & Destruction,0.0,0.00012208521548040532,0.0030959752321981426,1.6530918096837178e-05,9.99,0,0,0,0,0,0,0,0,1,0,0,0,0
FleetCOMM,0.0,0.0,0.0030959752321981426,4.4055036235685824e-08,9.99,1,0,0,0,0,1,0,0,0,0,0,1,0
Flesh Eaters,0.0018115942028985507,0.000366255646441216,0.0,4.195654800965932e-05,1.99,1,1,0,0,0,1,0,1,0,1,0,0,0
Flight Control HD,0.0018115942028985507,0.0,0.0,4.1789138871963715e-05,4.99,1,0,1,0,0,0,0,0,0,0,0,0,0
Flight of the Icarus,0.0,0.00024417043096081065,0.0,2.053552089066102e-05,4.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Floating Point,0.0018115942028985507,0.0015871078012452693,0.0030959752321981426,0.00011633613418757557,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0
Flower Shop: Summer In Fairbrook,0.0,0.00012208521548040532,0.0,1.786138019115489e-05,14.99,0,0,1,0,0,1,0,0,0,1,0,0,0
Flying Tigers: Shadows Over China,0.0,0.00012208521548040532,0.0,3.0273152399955445e-05,15.99,1,1,1,0,0,1,0,0,0,1,0,0,0
FootLOL: Epic Fail League,0.0018115942028985507,0.00024417043096081065,0.0,3.591072853691537e-05,9.99,1,0,0,0,0,1,0,1,0,0,1,0,0
Ford Racing 3,0.0,0.000366255646441216,0.0,1.5410451675242902e-05,4.99,0,0,0,0,0,0,0,0,1,0,0,0,0
Ford Racing Off Road,0.0,0.00012208521548040532,0.0,7.195655918495352e-07,4.99,0,0,0,0,0,0,0,0,1,0,0,0,0
Foreign Legion: Buckets of Blood,0.0018115942028985507,0.0,0.0,3.330120189055492e-05,4.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Foreign Legion: Multi Massacre,0.0,0.00012208521548040532,0.0,3.765824497426425e-05,6.99,1,0,1,0,0,1,0,0,0,0,0,0,0
Forge Quest,0.0018115942028985507,0.00024417043096081065,0.0,6.827943216048161e-05,9.99,1,1,0,0,0,1,0,1,0,0,0,0,0
Fork Parker's Holiday Profit Hike,0.0018115942028985507,0.00012208521548040532,0.0,2.4253765948952904e-05,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0
Forsaken Fortress Strategy,0.0,0.00012208521548040532,0.0,5.095699191260994e-07,9.99,0,0,0,0,0,1,0,1,0,1,0,1,0
Forsaken Isle,0.0,0.00012208521548040532,0.0,8.811007247137165e-06,7.99,1,1,1,0,0,1,0,1,0,0,0,0,0
Fortified,0.0,0.00012208521548040532,0.0,1.1944788824702284e-05,14.99,1,0,0,0,0,1,0,0,0,0,0,1,0
Fortix,0.0018115942028985507,0.00012208521548040532,0.0,6.171082625774085e-05,0.99,0,0,0,0,0,1,0,0,0,0,0,0,0
Fortress Forever,0.0,0.00024417043096081065,0.0030959752321981426,4.022812208801259e-05,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0
FortressCraft Evolved!,0.0,0.000366255646441216,0.006191950464396285,0.0002589349439764513,12.99,0,1,1,0,0,1,0,1,0,1,0,1,0
Forward to the Sky,0.0,0.00012208521548040532,0.0,7.721379350907869e-06,7.99,1,1,1,0,0,1,0,1,0,0,0,0,0
Foul Play,0.0,0.00012208521548040532,0.0,2.7049792248711097e-05,14.99,1,1,1,0,0,1,0,0,0,0,0,0,0
Fractal: Make Blooms Not War,0.0,0.00012208521548040532,0.0,1.358216767146194e-05,6.99,0,0,1,0,0,1,0,0,0,0,0,0,0
Fractured Soul,0.0018115942028985507,0.0,0.0,5.183809263732365e-07,9.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Fractured Space,0.007246376811594203,0.0030521303870101333,0.006191950464396285,0.0006189101135594481,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0
Fragmented,0.0,0.00012208521548040532,0.0,2.2689812162586057e-05,9.99,1,0,0,0,0,1,0,1,0,0,0,0,0
Fran Bow,0.0,0.00024417043096081065,0.0,5.416860405419143e-05,14.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Francisca,0.0,0.0,0.0030959752321981426,1.1909544795713735e-06,0.99,1,1,1,0,0,1,0,0,0,0,0,0,0
Freddi Fish 3: The Case of the Stolen Conch Shell,0.0,0.00012208521548040532,0.0,2.4905780485241054e-06,6.99,0,1,1,0,0,0,0,0,0,0,0,0,0
Freddi Fish 5: The Case of the Creature of Coral Cove,0.0,0.00012208521548040532,0.0,1.1234034240099885e-06,6.99,0,1,1,0,0,0,0,0,0,0,0,0,0
Freddi Fish and The Case of the Missing Kelp Seeds,0.0,0.00024417043096081065,0.0,1.4267957735530782e-05,6.99,0,1,1,0,0,0,0,0,0,0,0,0,0
Frederic: Evil Strikes Back,0.0018115942028985507,0.0,0.0,2.6015967398380337e-05,7.99,1,0,1,0,0,1,0,0,0,0,0,0,0
Frederic: Resurrection of Music,0.0,0.00012208521548040532,0.0,3.7175108076879554e-05,2.99,1,0,1,0,0,1,0,0,0,0,0,0,0
Free to Play,0.03260869565217391,0.0043950677572945915,0.006191950464396285,0.0004477504237789772,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
Freebie,0.0,0.00012208521548040532,0.0,3.4220483646672896e-05,0.99,0,0,1,0,0,1,0,0,0,0,0,0,0
Freedom Force,0.0,0.00012208521548040532,0.0,4.616380397016732e-05,4.99,0,0,0,0,0,0,0,1,0,0,0,1,0
Freedom Planet,0.0018115942028985507,0.0010987669393236479,0.0,0.00013657354933304178,14.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Freestyle 2: Street Basketball,0.0,0.001465022585764864,0.009287925696594427,0.001991628330133222,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0
Freight Tycoon Inc.,0.0,0.00012208521548040532,0.0,5.32478537968656e-06,4.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Freshman Year,0.0,0.00012208521548040532,0.0030959752321981426,6.314555193781635e-08,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
From Dust,0.0,0.0010987669393236479,0.0,0.0005759887602562272,14.99,0,1,0,0,0,0,0,0,0,1,0,0,0
From the Depths,0.0036231884057971015,0.0008545965083628373,0.0,0.0019524061313725908,19.99,1,1,0,0,0,1,0,1,0,1,0,1,0
Front Mission Evolved,0.0,0.00012208521548040532,0.0,0.00010093302501837194,9.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Frontline : Road to Moscow,0.0,0.00012208521548040532,0.0,1.4655642054404818e-06,9.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Frontlines™: Fuel of War™,0.0,0.00012208521548040532,0.0,0.00013637970717360475,19.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Frozen Free Fall: Snowball Fight,0.0036231884057971015,0.0008545965083628373,0.006191950464396285,2.4776552378949708e-05,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
Frozen State,0.0,0.00012208521548040532,0.0,8.97547938241706e-06,11.99,1,0,0,0,0,1,0,1,0,0,0,0,0
Frozen Synapse,0.0036231884057971015,0.0009766817238432426,0.0,0.00043266304236946266,24.99,0,0,0,0,0,1,0,0,0,0,0,1,0
Full Mojo Rampage,0.0,0.00012208521548040532,0.0030959752321981426,9.664940699505542e-05,12.99,1,0,0,0,0,1,0,1,0,0,0,0,0
Funk of Titans,0.0,0.00012208521548040532,0.0,1.0885999453837967e-05,6.99,1,1,1,0,0,0,0,0,0,0,0,0,0
Furi,0.0018115942028985507,0.00012208521548040532,0.0,2.9741554962711502e-05,19.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Fury Of The Gods,0.0,0.00012208521548040532,0.0,6.020854952210396e-08,3.99,1,0,1,0,0,0,0,0,0,0,0,0,0
Fuse,0.005434782608695652,0.0,0.0,0.00011868867312256119,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Future Wars,0.0,0.00024417043096081065,0.0,8.580452557503742e-06,4.99,0,0,0,0,0,0,0,0,0,0,0,1,0
G-Ball,0.0,0.0,0.0030959752321981426,4.08243335784022e-07,0.99,1,0,0,0,0,1,0,0,0,1,1,0,0
GASP,0.0,0.00024417043096081065,0.0,7.871166474109201e-07,0.0,1,0,1,0,0,1,0,0,0,1,0,1,0
