user_id,item_id,posted,playtime_forever,genres
Wallfinstein,416590,2015-12-12,15,Desconocido
Wallfinstein,287920,2015-09-03,1205,"'Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG'"
Wallfinstein,385710,2016-01-12,58,"'Action', 'Adventure', 'Indie'"
Wallfinstein,346900,2015-07-20,5527,"'Casual', 'Free to Play', 'Indie'"
Wallfinstein,230410,2015-05-30,5114,"'Action', 'Free to Play'"
Wallfinstein,219150,2013-12-27,189,"'Action', 'Indie'"
UberScapE,247000,2014-06-23,1629,"'Indie', 'RPG', 'Strategy'"
UberScapE,330840,2016-04-19,823,'Adventure'
UberScapE,4580,2014-06-23,215,'Strategy'
UberScapE,223830,2014-06-23,745,"'Indie', 'Simulation', 'Strategy'"
UberScapE,245620,2014-06-23,9861,"'RPG', 'Simulation', 'Strategy'"
UberScapE,34330,2014-06-23,10037,desconocido
QueenJesus,322330,2015-10-26,7433,"'Adventure', 'Indie', 'Simulation'"
momsspaghetti313,242760,2014-06-06,789,"'Action', 'Adventure', 'Indie', 'Simulation', 'Early Access'"
communiggersunite,34900,2015-05-14,106,'Indie'
communiggersunite,394310,2016-03-07,163,"'Indie', 'RPG', 'Strategy'"
communiggersunite,377160,2016-01-31,11,'RPG'
communiggersunite,391540,2015-10-21,2560,"'Indie', 'RPG'"
communiggersunite,313740,2015-08-30,308,desconocido
BestinTheWorldThund3r,360,2013-12-01,141,'Action'
BestinTheWorldThund3r,271590,2015-04-27,23684,"'Action', 'Adventure'"
BestinTheWorldThund3r,220240,2014-11-28,1697,"'Action', 'Adventure'"
BestinTheWorldThund3r,4000,2013-11-27,26436,"'Indie', 'Simulation'"
BestinTheWorldThund3r,10,2014-03-19,264,'Action'
76561198057065903,310380,2016-02-01,703,"'Action', 'Free to Play', 'Indie', 'Strategy'"
76561198057065903,222880,2014-04-01,3606,"'Action', 'Indie', 'Strategy'"
minecast24,460120,2016-07-13,927,"'RPG', 'Strategy'"
minecast24,243800,2015-02-27,1608,"'Action', 'Racing', 'Sports'"
minecast24,270880,2016-02-05,5931,"'Indie', 'Simulation'"
minecast24,4000,2015-01-23,32538,"'Indie', 'Simulation'"
minecast24,235800,2014-10-27,20470,'Indie'
095732,99900,2016-05-16,16149,"'Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG'"
095732,216150,2015-09-30,33,"'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG'"
095732,433340,2016-01-24,433,"'Action', 'Adventure', 'Indie', 'Simulation'"
76561198092473445,20510,2016-07-22,397,"'Action', 'RPG'"
76561198092473445,218620,2015-01-30,34079,Desconocido
76561198092473445,206420,2014-08-05,9323,"'Action', 'Adventure'"
76561198092473445,99900,2013-11-26,1276,"'Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG'"
76561198092473445,51100,2016-01-25,682,"'Action', 'Free to Play'"
76561198092473445,208090,2014-08-02,413,"'Action', 'Free to Play', 'Indie'"
dandeshit,238320,2014-05-07,339,"'Action', 'Adventure', 'Indie'"
76561198088082495,245550,2014-03-19,264,Desconocido
76561198088082495,218620,2013-12-06,47931,Desconocido
76561198088082495,1250,2015-11-12,154400,'Action'
Luk_muller24,221380,2015-12-11,20810,'Strategy'
Luk_muller24,203140,2015-11-01,884,'Action'
Luk_muller24,17390,2015-09-02,315,'Simulation'
Luk_muller24,218230,2014-09-27,2389,"'Action', 'Free to Play', 'Massively Multiplayer'"
Luk_muller24,12210,2014-09-03,4074,desconocido
Hybrid2000,251570,2014-03-24,10883,desconocido
76561198018293914,18820,2014-06-21,101,"'Action', 'Indie', 'Racing', 'Sports'"
76561198073504291,239140,2015-03-11,3468,"'Action', 'RPG'"
76561198025732569,273350,2015-02-20,4382,"'Action', 'Free to Play'"
111222333444555666888,246900,2014-12-22,199,desconocido
111222333444555666888,246900,2014-12-22,199,desconocido
111222333444555666888,41070,2016-02-01,1388,desconocido
111222333444555666888,41070,2016-02-01,1388,desconocido
111222333444555666888,238460,2016-02-01,2229,"'Action', 'Adventure', 'Casual', 'Indie'"
111222333444555666888,238460,2016-02-01,2229,"'Action', 'Adventure', 'Casual', 'Indie'"
111222333444555666888,213670,2016-02-01,1005,"'Action', 'Adventure', 'RPG'"
111222333444555666888,213670,2016-02-01,1005,"'Action', 'Adventure', 'RPG'"
111222333444555666888,730,2016-02-01,37962,'Action'
111222333444555666888,730,2016-02-01,37962,'Action'
111222333444555666888,307880,2015-11-21,742,"'Action', 'Adventure', 'Indie', 'Simulation', 'Early Access'"
111222333444555666888,307880,2015-11-21,742,"'Action', 'Adventure', 'Indie', 'Simulation', 'Early Access'"
111222333444555666888,8870,2015-11-06,1061,'Action'
111222333444555666888,8870,2015-11-06,1061,'Action'
76561198077032945,107100,2015-12-23,494,"'Action', 'Indie', 'RPG'"
76561198077032945,304050,2015-07-11,229,"'Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG'"
76561198077032945,304930,2014-07-21,2125,"'Action', 'Adventure', 'Casual', 'Free to Play', 'Indie'"
LASSO133,355180,2015-07-28,839,"'Action', 'Free to Play'"
LASSO133,304930,2015-04-10,24846,"'Action', 'Adventure', 'Casual', 'Free to Play', 'Indie'"
LASSO133,393420,2016-03-20,152,"'Action', 'Adventure', 'Simulation', 'Early Access'"
LASSO133,730,2016-02-20,20463,'Action'
LASSO133,233450,2015-05-18,1830,"'Indie', 'Simulation', 'Strategy'"
LASSO133,224260,2014-12-23,1300,"'Action', 'Free to Play', 'Indie'"
76561198062537635,296470,2016-04-05,49,"'Indie', 'Simulation', 'Sports'"
76561198062537635,219640,2014-06-29,2326,"'Action', 'Indie'"
76561198062537635,204100,2012-08-17,1841,'Action'
10Degree,105600,2015-04-18,5954,"'Action', 'Adventure', 'Indie', 'RPG'"
10Degree,351990,2015-12-30,199,"'Casual', 'Indie', 'Racing'"
10Degree,4000,2015-07-02,12753,"'Indie', 'Simulation'"
10Degree,730,2015-04-26,18263,'Action'
10Degree,270450,2015-02-16,1516,"'Action', 'Indie', 'Sports'"
Fishfacecupcake,21690,2016-01-21,2516,"'Action', 'Adventure'"
Fishfacecupcake,238460,2014-07-01,199,"'Action', 'Adventure', 'Casual', 'Indie'"
IVisbetter,230650,2016-05-30,634,"'Indie', 'Simulation', 'Sports', 'Strategy'"
Andydds,236390,2016-02-22,93285,Desconocido
Andydds,550,2013-12-25,2672,'Action'
76561198090150367,32370,2015-11-21,5397,"'Adventure', 'RPG'"
11XGX,224540,2015-07-12,1386,"'Action', 'Indie'"
11XGX,208090,2014-03-20,391,"'Action', 'Free to Play', 'Indie'"
76561198066067219,250900,2014-12-27,3190,'Action'
76561198066067219,224260,2014-05-01,920,"'Action', 'Free to Play', 'Indie'"
acualyisdolan,113200,2013-06-25,3526,"'Action', 'Adventure', 'Indie', 'RPG'"
76561197971059162,107410,2014-05-06,6732,"'Action', 'Simulation', 'Strategy'"
76561197971059162,219640,2013-12-02,1530,"'Action', 'Indie'"
76561198072798256,248820,2015-12-07,2396,"'Action', 'Indie', 'RPG'"
GameFreak2401,730,2015-09-06,16475,'Action'
GameFreak2401,333930,2015-06-06,633,"'Action', 'Free to Play'"
GameFreak2401,230410,2015-05-10,740,"'Action', 'Free to Play'"
GameFreak2401,113400,2015-05-08,354,"'Action', 'Free to Play', 'Massively Multiplayer'"
GameFreak2401,218620,2015-04-15,1864,Desconocido
GameFreak2401,301520,2014-08-07,1897,"'Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation'"
GameFreak2401,236390,2013-09-06,1083,Desconocido
Blokniper,200260,2014-04-28,211,"'Action', 'Adventure'"
Blokniper,330830,2014-11-29,155,'Adventure'
Blokniper,245550,2014-04-01,79,Desconocido
sparkmastertape,730,2013-12-31,78423,'Action'
xX420BlazeItNoScopeXx,247730,2015-01-21,1223,"'Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation'"
xX420BlazeItNoScopeXx,209870,2016-05-30,4436,"'Action', 'Free to Play'"
erangaea,620,2013-12-24,170,"'Action', 'Adventure'"
erangaea,620,2013-12-24,170,"'Action', 'Adventure'"
76561198095149792,209160,2013-12-06,180,'Action'
2sBs,221100,2014-06-14,878,"'Action', 'Indie', 'Massively Multiplayer', 'Early Access'"
2sBs,620,2013-12-28,8066,"'Action', 'Adventure'"
2sBs,4000,2013-11-25,15109,"'Indie', 'Simulation'"
2sBs,730,2013-03-09,90558,'Action'
2sBs,221910,2016-06-01,753,"'Adventure', 'Indie'"
2sBs,207610,2014-11-07,1059,'Adventure'
2sBs,394690,2016-04-16,1088,"'Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Early Access'"
2sBs,72850,2015-04-25,379,desconocido
2sBs,265930,2014-09-27,193,"'Casual', 'Indie', 'Simulation'"
76561198059294520,72850,2016-02-20,26583,desconocido
DestinyzFate,730,2014-12-08,73927,'Action'
kaiharder,271590,2015-04-22,18054,"'Action', 'Adventure'"
ryno69445,316260,2014-10-06,538,"'Action', 'Adventure'"
ryno69445,260160,2014-07-02,717,"'Action', 'Adventure', 'Indie'"
ryno69445,461680,2016-04-30,92,"'Free to Play', 'Indie', 'Racing', 'Simulation'"
ryno69445,278360,2014-10-07,169,"'Adventure', 'Casual', 'Indie'"
ryno69445,104900,2014-06-23,468,"'Action', 'Adventure', 'Indie', 'RPG'"
4321louis,312990,2015-05-11,364,"'Action', 'Adventure', 'Free to Play', 'Indie'"
76561198097881853,236390,2014-05-03,10976,Desconocido
76561198097881853,263280,2014-07-11,1749,"'Adventure', 'Racing', 'Simulation'"
76561198085255228,730,2015-04-11,25554,'Action'
HiraethCSGO,730,2016-07-23,57384,'Action'
7otato,218620,2015-10-15,7182,Desconocido
76561198003546877,232090,2016-08-14,4636,'Action'
76561198003546877,252950,2016-04-25,22124,"'Action', 'Indie', 'Racing', 'Sports'"
76561198003546877,228380,2014-11-01,1001,"'Action', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access'"
76561198003546877,205100,2012-11-01,1007,"'Action', 'Adventure'"
76561198003546877,48700,2012-06-15,8237,"'Action', 'RPG'"
76561198053145578,289650,2015-02-20,283,"'Action', 'Adventure'"
YouAreDedNottaBigSoupPrice,730,2014-12-21,33372,'Action'
YouAreDedNottaBigSoupPrice,202970,2016-03-23,1243,'Action'
YouAreDedNottaBigSoupPrice,300,2014-12-27,1697,'Action'
haoliu98,333980,2016-05-08,4746,"'Action', 'Adventure', 'Casual', 'RPG'"
haoliu98,346330,2016-08-05,332,"'Action', 'Adventure', 'Free to Play', 'Indie', 'Early Access'"
haoliu98,355840,2015-08-30,37,"'Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Early Access'"
haoliu98,383080,2015-11-28,119,desconocido
haoliu98,264380,2015-10-30,375,'Indie'
haoliu98,304930,2015-08-30,5249,"'Action', 'Adventure', 'Casual', 'Free to Play', 'Indie'"
haoliu98,224260,2015-08-29,8176,"'Action', 'Free to Play', 'Indie'"
dotcomplicated,20,2016-07-08,11,'Action'
dotcomplicated,322170,2015-04-07,1328,"'Action', 'Indie'"
vaughanpwnyou,730,2016-04-03,51939,'Action'
puddingtip,730,2014-12-03,143001,'Action'
76561198092333882,413150,2016-06-09,1752,"'Indie', 'RPG', 'Simulation'"
76561198081511281,427520,2016-07-12,1038,"'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access'"
76561198081511281,265930,2014-04-11,957,"'Casual', 'Indie', 'Simulation'"
76561198081511281,218680,2013-03-22,2875,"'Adventure', 'Casual', 'Strategy'"
76561198081511281,227940,2016-07-12,8006,"'Action', 'Free to Play', 'Indie', 'Massively Multiplayer'"
TiddlysWink,730,2015-05-24,58041,'Action'
TiddlysWink,311210,2016-07-02,14595,"'Action', 'Adventure'"
TiddlysWink,6060,2016-05-21,393,'Action'
dirklah,72850,2015-04-23,161,desconocido
dirklah,238460,2014-12-06,108,"'Action', 'Adventure', 'Casual', 'Indie'"
mittenface,282140,2016-07-20,1165,"'Action', 'Adventure', 'Indie'"
MrRedo10,10180,2016-07-02,363,'Action'
MrRedo10,252950,2016-07-02,465,"'Action', 'Indie', 'Racing', 'Sports'"
MrRedo10,438080,2016-01-29,89,"'Action', 'Casual', 'Indie'"
MrRedo10,271590,2015-12-15,25370,"'Action', 'Adventure'"
MrRedo10,42680,2015-11-10,149,desconocido
kharmakazi,47810,2014-06-03,1466,'RPG'
kharmakazi,35140,2014-06-03,1382,"'Action', 'Adventure'"
76561198073809841,304930,2016-06-19,17001,"'Action', 'Adventure', 'Casual', 'Free to Play', 'Indie'"
76561198081869264,49520,2014-06-23,3358,"'Action', 'RPG'"
DODOPERRA,298240,2015-06-08,1232,"'Action', 'Casual', 'Free to Play', 'Indie', 'Simulation'"
DODOPERRA,236390,2013-12-01,30599,Desconocido
76561198015511443,258180,2014-07-30,288,"'Action', 'Adventure', 'RPG'"
Diabolum,362890,2015-06-05,742,"'Action', 'Adventure', 'Indie', 'Early Access'"
Diabolum,218620,2015-08-08,13122,Desconocido
Diabolum,400,2015-06-22,1744,'Action'
Diabolum,304930,2015-04-01,1892,"'Action', 'Adventure', 'Casual', 'Free to Play', 'Indie'"
Diabolum,105600,2015-02-26,9345,"'Action', 'Adventure', 'Indie', 'RPG'"
Diabolum,220,2015-02-18,7332,'Action'
76561198086846878,224260,2013-12-17,473,"'Action', 'Free to Play', 'Indie'"
payback_theheist,369580,2015-08-08,130,'Casual'
WhiteRavinx,252490,2014-06-07,19072,"'Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access'"
76561198057042886,218620,2015-10-14,28260,Desconocido
fanofreeman,261030,2016-01-01,1331,'Adventure'
CoolasFcuk,252490,2015-12-30,31638,"'Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access'"
Owlake,730,2016-07-14,32180,'Action'
barbas1,300340,2016-07-05,447,"'Action', 'Adventure', 'Indie'"
barbas1,4000,2013-10-26,5886,"'Indie', 'Simulation'"
blaflum_lum,218620,2013-12-23,2591,Desconocido
blaflum_lum,377160,2016-08-07,4315,'RPG'
blaflum_lum,212680,2014-04-03,47,"'Indie', 'Simulation', 'Strategy'"
blaflum_lum,264200,2014-03-10,120,"'Action', 'Casual', 'Indie'"
76561198055552726,242860,2014-12-27,928,"'Action', 'Indie', 'Strategy'"
thecakeisALy,730,2014-03-30,126873,'Action'
76561198160501969,730,2015-01-19,51305,'Action'
76561198010391123,221100,2015-07-29,3387,"'Action', 'Indie', 'Massively Multiplayer', 'Early Access'"
76561198010391123,275850,2016-08-21,2126,"'Action', 'Adventure'"
76561198010391123,242760,2014-08-01,461,"'Action', 'Adventure', 'Indie', 'Simulation', 'Early Access'"
76561198010391123,261030,2014-04-19,628,'Adventure'
76561198010391123,220200,2014-04-02,3734,"'Indie', 'Simulation'"
76561198010391123,319630,2016-01-12,864,"'Action', 'Adventure'"
mr_cat,359410,2016-07-12,108,Desconocido
mr_cat,24240,2016-03-29,966,'Action'
mr_cat,274900,2016-01-08,39,"'Action', 'Indie'"
mr_cat,252490,2015-05-23,17673,"'Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access'"
76561198061639357,236850,2015-03-11,22409,"'Simulation', 'Strategy'"
76561198032570194,318130,2015-04-12,268,"'Indie', 'RPG'"
76561198032570194,289130,2014-12-22,1006,"'RPG', 'Strategy'"
Hoovyspenser,9480,2015-07-07,623,'Action'
Hoovyspenser,24240,2015-05-01,1429,'Action'
Hoovyspenser,400,2014-04-25,578,'Action'
76561198053183010,105600,2015-11-12,67946,"'Action', 'Adventure', 'Indie', 'RPG'"
76561198053183010,94400,2016-04-02,161,"'Action', 'Indie', 'Sports'"
76561198053183010,346110,2016-04-02,1859,"'Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG'"
BulbLight_,265930,2014-10-05,1063,"'Casual', 'Indie', 'Simulation'"
a4nic8er,326160,2016-08-24,58,"'Massively Multiplayer', 'RPG', 'Early Access'"
a4nic8er,230700,2013-12-23,144,"'Action', 'Adventure', 'Indie'"
a4nic8er,204240,2013-12-23,288,"'Casual', 'Indie', 'Strategy'"
a4nic8er,72850,2013-09-20,34361,desconocido
a4nic8er,208140,2012-12-31,76516,'Strategy'
a4nic8er,22330,2011-05-03,16788,'RPG'
12391939123,4000,2013-01-20,7659,"'Indie', 'Simulation'"
aaronryuchi,238010,2014-03-07,1723,"'Action', 'RPG'"
aaronryuchi,102500,2014-03-17,802,"'Action', 'RPG'"
rimisaccount,235800,2013-12-24,1026,'Indie'
76561198090867859,4000,2014-04-26,29335,"'Indie', 'Simulation'"
TheBluePyro,43160,2014-08-23,2561,desconocido
TheBluePyro,313740,2014-09-23,471,desconocido
rakeial,295110,2015-02-03,20364,desconocido
rakeial,252950,2015-07-16,4574,"'Action', 'Indie', 'Racing', 'Sports'"
AbuseNab,218620,2015-10-17,162,Desconocido
aceofspadesfg,72850,2014-06-22,3922,desconocido
76561198065388255,230410,2014-07-06,5402,"'Action', 'Free to Play'"
hugh244,346110,2015-06-04,2348,"'Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG'"
hugh244,48700,2014-05-13,8987,"'Action', 'RPG'"
hugh244,24740,2012-03-27,1133,'Racing'
hugh244,4000,2012-02-14,11512,"'Indie', 'Simulation'"
76561198089228252,232090,2015-04-27,1264,'Action'
76561198040104199,206440,2014-10-14,229,"'Adventure', 'Indie', 'RPG'"
76561198040104199,212680,2013-03-29,3273,"'Indie', 'Simulation', 'Strategy'"
76561198040104199,218230,2012-12-19,1095,"'Action', 'Free to Play', 'Massively Multiplayer'"
76561198040104199,238010,2014-07-02,2790,"'Action', 'RPG'"
76561198040104199,218620,2014-12-22,19214,Desconocido
ActionMedic,65800,2014-02-14,5444,"'Action', 'Indie', 'RPG', 'Strategy'"
ActionMedic,327890,2014-12-05,100,"'Action', 'Adventure', 'Indie', 'Simulation'"
ActionMedic,380,2015-09-14,1286,'Action'
ActionMedic,270550,2014-09-22,67,"'Action', 'Casual', 'Indie', 'Strategy'"
ActionMedic,219740,2014-07-26,2168,desconocido
ActionMedic,8190,2014-06-17,34,"'Action', 'Adventure'"
ActionMedic,550,2013-12-25,1608,'Action'
Wuhooo,304930,2016-02-16,1049,"'Action', 'Adventure', 'Casual', 'Free to Play', 'Indie'"
76561198067306981,354140,2015-03-28,311,"'Action', 'Indie', 'Simulation'"
adman44532,204360,2015-01-02,1240,"'Action', 'Adventure', 'Casual', 'Indie', 'RPG'"
adman44532,200210,2013-12-21,217,"'Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG'"
marko101,105600,2016-07-22,7938,"'Action', 'Adventure', 'Indie', 'RPG'"
marko101,22300,2016-09-11,399,'RPG'
marko101,207610,2013-07-14,1686,'Adventure'
marko101,271590,2015-07-08,8727,"'Action', 'Adventure'"
dandan472,200210,2015-06-04,10264,"'Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG'"
dandan472,200210,2015-06-04,10264,"'Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG'"
dandan472,221100,2014-11-26,1468,"'Action', 'Indie', 'Massively Multiplayer', 'Early Access'"
dandan472,221100,2014-11-26,1468,"'Action', 'Indie', 'Massively Multiplayer', 'Early Access'"
dandan472,730,2014-11-24,23494,'Action'
dandan472,730,2014-11-24,23494,'Action'
heavygoingblah,730,2015-06-24,53932,'Action'
kab4002,730,2014-11-24,80273,'Action'
Admiral_Skye,301520,2015-03-29,1300,"'Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation'"
Admiral_Skye,386070,2015-08-23,658,'Strategy'
76561198060811426,4000,2016-01-17,15000,"'Indie', 'Simulation'"
76561198060811426,280790,2016-01-13,119,desconocido
76561198060811426,377160,2015-11-11,9506,'RPG'
76561198060811426,271590,2015-06-26,19492,"'Action', 'Adventure'"
76561198060811426,221640,2013-12-18,81,"'Action', 'Indie'"
76561198060811426,49600,2013-12-18,75,"'Action', 'Casual', 'Indie'"
76561198060811426,107100,2013-12-18,429,"'Action', 'Indie', 'RPG'"
76561198060811426,211820,2013-12-09,8003,"'Action', 'Adventure', 'Casual', 'Indie', 'RPG'"
Adnurak,236430,2014-09-18,3867,"'Action', 'RPG'"
Adnurak,263680,2014-03-03,39,"'Action', 'Adventure', 'Indie'"
76561198067070151,299460,2015-11-05,41,"'Action', 'Adventure', 'Indie'"
Efficentct,4920,2014-10-31,8601,"'Action', 'Indie', 'Strategy'"
mcconnorhey,72850,2014-12-08,9122,desconocido
mcconnorhey,375510,2015-10-25,196,"'Adventure', 'Indie', 'RPG', 'Early Access'"
mcconnorhey,57300,2015-09-29,89,"'Action', 'Adventure', 'Indie'"
mcconnorhey,360640,2016-06-02,270,"'Casual', 'Strategy'"
mcconnorhey,6060,2014-12-13,230,'Action'
mcconnorhey,4000,2014-11-10,6133,"'Indie', 'Simulation'"
76561198087934431,250900,2014-11-27,13365,'Action'
76561198087934431,304930,2014-08-02,654,"'Action', 'Adventure', 'Casual', 'Free to Play', 'Indie'"
omegaunlocked,291550,2016-08-11,300,"'Action', 'Free to Play', 'Indie'"
omegaunlocked,376300,2016-05-31,45,'Action'
76561198066566937,208090,2014-02-13,1454,"'Action', 'Free to Play', 'Indie'"
76561198058251735,15120,2015-12-26,550,'Action'
76561198044353999,351640,2015-07-01,304,"'Action', 'Free to Play', 'Indie', 'RPG'"
76561198044353999,730,2013-12-31,1173,'Action'
VolatileChaos,229580,2014-02-10,96,"'Adventure', 'Indie'"
VolatileChaos,229580,2014-02-10,96,"'Adventure', 'Indie'"
VolatileChaos,730,2013-12-11,25427,'Action'
VolatileChaos,730,2013-12-11,25427,'Action'
76561198073418523,264200,2015-02-09,652,"'Action', 'Casual', 'Indie'"
Xyphien,363890,2015-10-29,71011,"'Design &amp; Illustration', 'Web Publishing'"
Xyphien,274920,2014-09-13,3614,"'Animation &amp; Modeling', 'Video Production'"
Xyphien,222880,2014-02-12,3082,"'Action', 'Indie', 'Strategy'"
Xyphien,291550,2015-07-10,7067,"'Action', 'Free to Play', 'Indie'"
Xyphien,242760,2014-12-07,625,"'Action', 'Adventure', 'Indie', 'Simulation', 'Early Access'"
Xyphien,357340,2016-03-13,61,"'Action', 'Adventure', 'Indie'"
76561198035136096,3320,2015-10-28,41,'Casual'
ApexAgera,730,2015-01-08,17392,'Action'
ApexAgera,304730,2016-03-29,286,"'Casual', 'Indie', 'Simulation'"
ApexAgera,33930,2015-06-23,40065,"'Action', 'Simulation', 'Strategy'"
zealva,238460,2014-12-07,1238,"'Action', 'Adventure', 'Casual', 'Indie'"
zealva,265930,2014-06-29,77,"'Casual', 'Indie', 'Simulation'"
Agnt007,360640,2015-12-30,50,"'Casual', 'Strategy'"
Agnt007,375950,2015-09-13,91,"'Casual', 'Free to Play', 'Indie', 'Simulation'"
Agnt007,249130,2015-09-12,125,"'Action', 'Adventure'"
Agnt007,363970,2015-09-12,4577,"'Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy'"
Agnt007,265930,2015-09-12,324,"'Casual', 'Indie', 'Simulation'"
Agnt007,105600,2015-09-12,6720,"'Action', 'Adventure', 'Indie', 'RPG'"
Agnt007,730,2015-03-30,60243,'Action'
AHMystic,218620,2015-07-14,318,Desconocido
AHMystic,252490,2015-07-23,17295,"'Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access'"
AHMystic,105600,2014-06-20,1902,"'Action', 'Adventure', 'Indie', 'RPG'"
76561198059318725,220200,2014-04-09,19529,"'Indie', 'Simulation'"
sickdardsrus,113400,2015-01-20,459,"'Action', 'Free to Play', 'Massively Multiplayer'"
sickdardsrus,224260,2015-02-11,136,"'Action', 'Free to Play', 'Indie'"
76561198028290577,225140,2014-02-12,3931,desconocido
76561198023347592,72850,2013-11-25,78424,desconocido
76561198023347592,43110,2011-08-28,880,desconocido
76561198091794114,230410,2015-08-06,121007,"'Action', 'Free to Play'"
76561198067716040,304930,2015-08-11,39159,"'Action', 'Adventure', 'Casual', 'Free to Play', 'Indie'"
76561198067716040,218230,2014-12-13,7560,"'Action', 'Free to Play', 'Massively Multiplayer'"
76561198051306831,730,2015-06-05,29666,'Action'
76561198051306831,375600,2015-06-16,65,"'Action', 'Indie'"
AJGANGSTER,300080,2015-04-11,24,"'Free to Play', 'Strategy'"
Ami_Ajimu,268420,2014-09-12,12871,"'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG'"
Ami_Ajimu,206500,2015-11-11,887,"'Action', 'Free to Play', 'Indie', 'Strategy', 'Early Access'"
oLdxZ5vt,333930,2016-03-04,57552,"'Action', 'Free to Play'"
oLdxZ5vt,333930,2016-03-04,57552,"'Action', 'Free to Play'"
oLdxZ5vt,282900,2015-01-31,2515,"'RPG', 'Strategy'"
oLdxZ5vt,282900,2015-01-31,2515,"'RPG', 'Strategy'"
oLdxZ5vt,391540,2016-07-25,1867,"'Indie', 'RPG'"
oLdxZ5vt,391540,2016-07-25,1867,"'Indie', 'RPG'"
76561198068702328,304930,2014-07-23,4548,"'Action', 'Adventure', 'Casual', 'Free to Play', 'Indie'"
blackniggers,218620,2014-08-16,4801,Desconocido
AeiouLmao,550,2015-08-05,1924,'Action'
AeiouLmao,4570,2015-07-21,57,'Strategy'
AeiouLmao,265630,2015-07-06,177,"'Action', 'Free to Play', 'Indie'"
AeiouLmao,220,2014-09-29,636,'Action'
AeiouLmao,271290,2014-09-12,1166,desconocido
AeiouLmao,304930,2014-07-25,466,"'Action', 'Adventure', 'Casual', 'Free to Play', 'Indie'"
AeiouLmao,244850,2014-04-21,1527,desconocido
AeiouLmao,252490,2014-02-02,2275,"'Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access'"
this_is_my_link,303390,2014-06-29,104,"'Action', 'Casual', 'Indie'"
IsAPervert,218620,2016-05-14,13667,Desconocido
76561198100050147,433530,2016-02-15,132,"'Action', 'Indie', 'Massively Multiplayer'"
avdl,209870,2015-08-02,268,"'Action', 'Free to Play'"
avdl,245130,2015-08-01,165,desconocido
avdl,291480,2014-07-01,88,"'Action', 'Free to Play', 'Massively Multiplayer'"
avdl,355840,2015-04-02,13,"'Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Early Access'"
apex124,352190,2016-06-09,500,'Strategy'
apex124,10,2016-05-25,1558,'Action'
ALEXTHENINJA007,291550,2016-05-28,13857,"'Action', 'Free to Play', 'Indie'"
ALEXTHENINJA007,299700,2014-07-18,17,desconocido
ALEXTHENINJA007,244850,2014-05-28,18582,desconocido
76561198059589725,4000,2014-05-29,1359,"'Indie', 'Simulation'"
Axt5,393420,2015-12-23,948,"'Action', 'Adventure', 'Simulation', 'Early Access'"
Axt5,39210,2015-12-04,10641,"'Massively Multiplayer', 'RPG'"
goblinop,236790,2014-04-23,35,"'Casual', 'Simulation'"
allan94,730,2015-08-09,54313,'Action'
Oniityan_H,365590,2016-03-20,4745,"'Action', 'Adventure', 'RPG'"
Oniityan_H,359550,2015-12-26,828,'Action'
Oniityan_H,243870,2015-06-09,1875,desconocido
amarethepegasus,107410,2013-12-20,4915,"'Action', 'Simulation', 'Strategy'"
76561198065247420,298630,2015-04-11,1820,"'Action', 'Adventure', 'Indie', 'Simulation', 'Strategy'"
76561198065247420,239800,2015-04-08,95,"'Action', 'Indie'"
76561198065247420,304930,2015-02-21,341,"'Action', 'Adventure', 'Casual', 'Free to Play', 'Indie'"
76561198065247420,219150,2015-01-30,3124,"'Action', 'Indie'"
76561198065247420,208090,2014-09-18,2514,"'Action', 'Free to Play', 'Indie'"
AlmightyShippo,28000,2015-09-03,236,'Action'
